"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26"
"Row776",0.0179605302026775,0,0.010043553935731,0,0,0.0333773136214104,0,0,0,0,0,0,0.0320466045517533,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row777",0.0179605302026775,0,0.0196045662089075,0,0,0.040035209024186,0,0,0,0,0,0,0.0332684798702404,0,0,0,0,0,0,0,0,0,0.0230298699396577,0,0,0
"Row778",0.0179605302026775,0,0.0068688789598543,0,0,0.0510518267732954,0,0,0,0,0,0,0.0495796693063293,0,0,0,0,0,0,0,0,0,0,0.0327456706528839,0,0
"Row779",0.0179605302026775,0,0.0132518796053285,0,0,0.0368391339446246,0,0,0,0,0,0,0.0436024649168,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row780",0.0179605302026775,0,0.0103611743756786,0,0,0.036041131188917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row781",0.0179605302026775,0,0.0163294902375674,0,0,0.0282524689658719,0,0,0,0,0,0,0.0753686457782916,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row782",0.0179605302026775,0,0.0156434839182613,0,0,0.0283757122674842,0,0,0,0,0,0,0.0335329196134774,0,0,0,0,0,0,0,0,0,0.02382736999211,0,0,0
"Row783",0.0179605302026775,0,0.00815984645997507,0,0,0.0327018555356017,0,0,0,0,0,0,0.0550292167512138,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row784",0.0179605302026775,0,0.014179256462829,0,0,0.0384624717866072,0,0,0,0,0,0,0.0318559285190856,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row785",0.0179605302026775,0,0.00961336723531919,0,0,0.0332810709757275,0,0,0,0,0,0,0.0411015385102068,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row786",0.0179605302026775,0,0.00759932582667675,0,0,0.0335962210603039,0,0,0,0,0,0,0.0419530898345305,0,0,0,0,0,0,0,0,0,0,0.0193742064563057,0,0
"Row787",0.0179605302026775,0,0.01975915066834,0,0,0.0362316655633092,0,0,0,0,0,0,0.0294963654977947,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row788",0.0179605302026775,0,0.0175569801246429,0,0,0.0432940960939308,0,0,0,0,0,0,0.0665459849682081,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row789",0.0179605302026775,0,0.00782251258102912,0,0,0.0343994436932253,0,0,0,0,0,0,0.0174349238863991,0,0,0,0,0,0,0,0,0,0,0.0257129569159213,0,0
"Row790",0.0179605302026775,0,0.0118322894511591,0,0,0.0297136259698871,0,0,0,0,0,0,0.041834414893039,0,0,0,0,0,0,0,0,0,0.0350052528202498,0,0,0
"Row791",0.0179605302026775,0,0.00900738845128449,0,0,0.0436282186475253,0,0,0,0,0,0,0.0482752431925607,0,0,0,0,0,0,0,0,0,0.056359175701515,0,0,0
"Row792",0.0179605302026775,0,0.00971763022950623,0,0,0.045321464881486,0,0,0,0,0,0,0.0341898501725872,0,0,0,0,0,0,0,0,0,0.029779619023785,0,0,0
"Row793",0.0179605302026775,0,0.0154097169821611,0,0,0.0371807532976124,0,0,0,0,0,0,0.0565805562881183,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row794",0.0179605302026775,0,0.0188171214750546,0,0,0.0427407749214431,0,0,0,0,0,0,0.0546936437321837,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row795",0.0179605302026775,0,0.0225298431263713,0,0,0.0415173181833014,0,0,0,0,0,0,0.0330566980132979,0,0,0,0,0,0,0,0,0,0.0617908845342678,0,0,0
"Row796",0.0179605302026775,0,0.021640996867458,0,0,0.0336909055470234,0,0,0,0,0,0,0.032521990865073,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row797",0.0179605302026775,0,0.00766128817346904,0,0,0.0377428736881277,0,0,0,0,0,0,0.0409342564847746,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row798",0.0179605302026775,0,0.0133302279372771,0,0,0.0379248797472988,0,0,0,0,0,0,0.0187464505139579,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row799",0.0179605302026775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row800",0.0179605302026775,0,0.0112942481844297,0,0,0.0404466603838723,0,0,0,0,0,0.0327650408986287,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row801",0.0179605302026775,0,0.015023713157371,0,0,0.0365718455715462,0,0,0,0,0,0.0515288941654101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row802",0.0179605302026775,0,0.0173522177544496,0,0,0.034378408875866,0,0,0,0,0,0.0416300888227091,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row803",0.0179605302026775,0,0.0168012434840439,0,0,0.0370230997727258,0,0,0,0,0,0.0552243534151286,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row804",0.0179605302026775,0,0.00939505032816099,0,0,0.0321729032592884,0,0,0,0,0,0.0338140824063058,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row805",0.0179605302026775,0,0.00750551932894643,0,0,0.0419935064319733,0,0,0,0,0,0.0531226021437268,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row806",0.0179605302026775,0,0.0219300346376648,0,0,0.0314662308633252,0,0,0,0,0,0.0462562684723329,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row807",0.0179605302026775,0,0.0119583254466572,0,0,0.030213837419939,0,0,0,0,0,0.0278056844103107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row808",0.0179605302026775,0,0.00956801956721864,0,0,0.0311921338173894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row809",0.0179605302026775,0,0.00715580993648,0,0,0.0398188502952481,0,0,0,0,0,0.0432207521199342,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row810",0.0179605302026775,0,0.00897884134812711,0,0,0.035192381116042,0,0,0,0,0,0.0442990596035976,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row811",0.0179605302026775,0,0.0126197595876279,0,0,0.0340626459538613,0,0,0,0,0,0.0519531750755255,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row812",0.0179605302026775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row813",0.0179605302026775,0,0.00612986340532676,0,0,0.0395110080186299,0,0,0,0,0,0.0514240614366306,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row814",0.0179605302026775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row815",0.0179605302026775,0,0.0131055157567697,0,0,0.0266193045175057,0,0,0,0,0,0.0462502258696907,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row816",0.0179605302026775,0,0.010357413407082,0,0,0.0378871294079608,0,0,0,0,0,0.0488444882870257,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row817",0.0179605302026775,0,0.00958786481579903,0,0,0.0357139010438706,0,0,0,0,0,0.0679653913628285,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row818",0.0179605302026775,0,0.0140478662892362,0,0,0.036678914216182,0,0,0,0,0,0.0436550703615481,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row819",0.0179605302026775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row820",0.0179605302026775,0,0.0121070211928489,0,0,0.0433017740716799,0,0,0,0,0,0.0467881682137065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row821",0.0179605302026775,0,0.0214543209785307,0,0,0.0293504150404757,0,0,0,0,0,0.0451464373906631,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row822",0.0179605302026775,0,0.00623069918815923,0,0,0.0374287388981788,0,0,0,0,0,0.0317187798571891,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row823",0.0179605302026775,0,0.0183896134774307,0,0,0.0421597657273623,0,0,0,0,0,0.0407802954896366,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row824",0.0179605302026775,0,0.0170738592775962,0,0,0.0421339214656912,0,0,0,0,0,0.0632261954653025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row825",0.0179605302026775,0,0.0210865947795752,0,0,0.026076773237221,0,0,0,0,0,0.0248638757687803,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row826",0.0179605302026775,0,0.0192041255944048,0,0,0.0339215820920752,0,0,0,0,0,0.058313147364917,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row827",0.0179605302026775,0,0.0122139074164546,0,0,0.0408773760070313,0,0,0,0,0,0.0298708896899482,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row828",0.0179605302026775,0,0.0160571273078193,0,0,0.039747887804716,0,0,0,0,0,0.0341384657245593,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row829",0.0179605302026775,0,0.010127080884591,0,0,0.0409413503144802,0,0,0,0,0,0.04659348185632,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row830",0.0179605302026775,0,0.0241162827250608,0,0,0.0301793813024694,0,0,0,0,0,0.0340915339718014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row831",0.0179605302026775,0,0.00914594565248578,0,0,0.0389219123998411,0,0,0,0,0,0.0251827029098234,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row832",0.0179605302026775,0,0.0129099812157358,0,0,0.0415618494326459,0,0,0,0,0,0.0523320817754369,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row833",0.0179605302026775,0,0.0163643866573068,0,0,0.0382383224085918,0,0,0,0,0,0.0416192006448176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row834",0.0179605302026775,0,0.0195782253107098,0,0,0.0335805048105378,0,0,0,0,0,0.0501005783107431,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row835",0.0179605302026775,0,0.00845217807764648,0,0,0.0356793681528315,0,0,0,0,0,0.0463912270560003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row836",0.0179605302026775,0,0.0158036091626554,0,0,0.0329920202575151,0,0,0,0,0,0.0527577895914188,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row837",0.0179605302026775,0,0.00928435539361039,0,0,0.0308475676724902,0,0,0,0,0,0.0516115195564448,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row838",0.0179605302026775,0,0.0217572257571203,0,0,0.0231709184854623,0,0,0,0,0,0.0320126954094032,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row839",0.0179605302026775,0,0.0173547377781987,0,0,0.0332770356832622,0,0,0,0,0,0.0255194778874791,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row840",0.0179605302026775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row841",0.0179605302026775,0,0.0155208130445736,0,0,0.0390536684349442,0,0,0,0,0,0.0446732750374223,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row842",0.0179605302026775,0,0.00824291746597448,0,0,0.0373137304910856,0,0,0,0,0,0.0388194527640037,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row843",0.0179605302026775,0,0.0145848230759322,0,0,0.0396417173089047,0,0,0,0,0,0.0302426412752292,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row844",0.0179605302026775,0,0.0138559245823637,0,0,0.0343951248373919,0,0,0,0,0,0.0340866322404195,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row845",0.0179605302026775,0,0.0102632836151962,0,0,0.0316810678247092,0,0,0,0,0,0.0314088642536676,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row846",0.0179605302026775,0,0.0127045623425643,0,0,0.0399143035559227,0,0,0,0,0,0.0232294459025611,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row847",0.0179605302026775,0,0.0142378840724494,0,0,0.0299537546866654,0,0,0,0,0,0.0589760585866555,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row848",0.0179605302026775,0,0.0147533088647189,0,0,0.0351677326983297,0,0,0,0,0,0.0264818236546358,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row849",0.0179605302026775,0,0.00674811436102069,0,0,0.0406166232999538,0,0,0,0,0,0.0339772984950139,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row850",0.0179605302026775,0,0.0107441053938367,0,0,0.0409634375601856,0,0,0,0,0,0.0538197772259581,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row851",0.0179605302026775,0,0.0162640351359702,0,0,0.0388262280813759,0,0,0,0,0,0.0588720553248443,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row852",0.0179605302026775,0,0.0179527887027414,0,0,0.0353780944693879,0,0,0,0,0,0.0280990453523475,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row853",0.0179605302026775,0,0.00680068243543666,0,0,0.047267228494603,0,0,0,0,0,0.023630140448559,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row854",0.0179605302026775,0,0.0168918100850592,0,0,0.0454742073161549,0,0,0,0,0,0.0256515803340622,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row855",0.0179605302026775,0,0.00604253205117247,0,0,0.0401579961812123,0,0,0,0,0,0.0405130207305448,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row856",0.0179605302026775,0,0.0136825238587751,0,0,0.0418091510333353,0,0,0,0,0,0.0521435240216036,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row857",0.0179605302026775,0,0.0127730456855533,0,0,0.05001347807211,0,0,0,0,0,0.0657869708375352,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row858",0.0179605302026775,0,0.00991719690230467,0,0,0.0308120607651371,0,0,0,0,0,0.0321772193071072,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row859",0.0179605302026775,0,0.0169667944777564,0,0,0.0287077252206378,0,0,0,0,0,0.0299285593324308,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row860",0.0179605302026775,0,0.0167131410304501,0,0,0.0326425002634678,0,0,0,0,0,0.0413921208270024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row861",0.0179605302026775,0,0.00950702470516557,0,0,0.0342888540922321,0,0,0,0,0,0.0501482467602643,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row862",0.0179605302026775,0,0.00777747886307455,0,0,0.0318514975262394,0,0,0,0,0,0.0284462858646337,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row863",0.0179605302026775,0,0.0108960348637312,0,0,0.0311128884789871,0,0,0,0,0,0.0367200289277836,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row864",0.0179605302026775,0,0.0220624926201086,0,0,0.0366867254369997,0,0,0,0,0,0.0344789240968736,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row865",0.0179605302026775,0,0.00878271135194211,0,0,0.0354293545706138,0,0,0,0,0,0.0451252837996804,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row866",0.0179605302026775,0,0.0105548636574873,0,0,0.0338817712920472,0,0,0,0,0,0.059537956543301,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row867",0.0179605302026775,0,0.00922334377204951,0,0,0.0535825792697966,0,0,0,0,0,0.0209375475093512,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row868",0.0179605302026775,0,0.0100400873989493,0,0,0.0379248566487772,0,0,0,0,0,0.0450390971420921,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row869",0.0179605302026775,0,0.00933566921159706,0,0,0.0367639960172094,0,0,0,0,0,0.0344217912960261,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row870",0.0179605302026775,0,0.0175989109395332,0,0,0.0426642398035865,0,0,0,0,0,0.0487388535244813,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row871",0.0179605302026775,0,0.0118562225679754,0,0,0.0395062460510015,0,0,0,0,0,0.057395721536108,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row872",0.0179605302026775,0,0.0180622891109071,0,0,0.040765008890819,0,0,0,0,0,0.0497682466840653,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row873",0.0179605302026775,0,0.0182768420139454,0,0,0.0343885828246567,0,0,0,0,0,0.0258949116247718,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row874",0.0179605302026775,0,0.0138384618988427,0,0,0.0358202058577915,0,0,0,0,0,0.0475572230431816,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row875",0.0179605302026775,0,0.0100787310709411,0,0,0.0400493806425933,0,0,0,0,0,0.0283076110712882,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row876",0.0179605302026775,0,0.0124197656384763,0,0,0.03839091090814,0,0,0,0,0,0.0540369070037199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row877",0.0179605302026775,0,0.00687629397707051,0,0,0.0379038412872794,0,0,0,0,0,0.046086249452444,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row878",0.0179605302026775,0,0.0220086688304777,0,0,0.0329522316449597,0,0,0,0,0,0.0408984425734304,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row879",0.0179605302026775,0,0.00649108684827358,0,0,0.0322490747304778,0,0,0,0,0,0.0317967395655718,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row880",0.0179605302026775,0,0.0185191530063431,0,0,0.0368226366719929,0,0,0,0,0,0.0301469777644034,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row881",0.0179605302026775,0,0.0131258511727535,0,0,0.0349775811570698,0,0,0,0,0,0.0517703562045705,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row882",0.0179605302026775,0,0.00807831165120152,0,0,0.0411254346632251,0,0,0,0,0,0.0213303113789685,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row883",0.0179605302026775,0,0.0162994033693277,0,0,0.0308705138447829,0,0,0,0,0,0.0396888498590655,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row884",0.0179605302026775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row885",0.0179605302026775,0,0.0129966120434685,0,0,0.0444254624344731,0,0,0,0,0,0.0459608002337165,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row886",0.0179605302026775,0,0.0069194059274598,0,0,0.0375334284839196,0,0,0,0,0,0.0575107809828174,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row887",0.0179605302026775,0,0.0160538031697077,0,0,0.0241909473820679,0,0,0,0,0,0.0366612210471625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row888",0.0179605302026775,0,0.00961157043193627,0,0,0.0347397290286433,0,0,0,0,0,0.0302769169279039,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row889",0.0179605302026775,0,0.0132288560281708,0,0,0.0266789520757127,0,0,0,0,0,0.0409774657034241,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row890",0.0179605302026775,0,0.0179431486200154,0,0,0.0267911989235032,0,0,0,0,0,0.0306710431845006,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row891",0.0179605302026775,0,0.00798397791443422,0,0,0.0401445931031075,0,0,0,0,0,0.0514665096161649,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row892",0.0179605302026775,0,0.0103454576892775,0,0,0.0397844961669199,0,0,0,0,0,0.0467140397968396,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row893",0.0179605302026775,0,0.0087064095556796,0,0,0.0351023581300564,0,0,0,0,0,0.0636695028805153,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row894",0.0179605302026775,0,0.00790717367553005,0,0,0.0301277780127152,0,0,0,0,0,0.042708688961057,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row895",0.0179605302026775,0,0.0135262794552344,0,0,0.0274551948515404,0,0,0,0,0,0.0347959885601685,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row896",0.0179605302026775,0,0.0190513863895711,0,0,0.0372044664463732,0,0,0,0,0,0.0460166920402828,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row897",0.0179605302026775,0,0.0161924804781937,0,0,0.0415711418326589,0,0,0,0,0,0.0515300848294705,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row898",0.0179605302026775,0,0.0251429763931069,0,0,0.0383436469478149,0,0,0,0,0,0.0441559452143894,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row899",0.0179605302026775,0,0.0161016344858802,0,0,0.0481260179049261,0,0,0,0,0,0.0285450409505202,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row900",0.0179605302026775,0,0.0369313335507255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row901",0.0179605302026775,0,0.0435243067193341,0,0,0,0.00402137153370695,0,0,0,0,0,0,0.0742164122729538,0,0,0,0,0,0,0,0,0,0,0.0308347407572943,0
"Row902",0.0179605302026775,0,0.0328372455157256,0,0,0,0.00603178882752277,0,0,0,0,0,0,0.0380105334420219,0,0,0,0,0,0,0,0,0,0,0.0425160542214204,0
"Row903",0.0179605302026775,0,0.0341233399386246,0,0,0,0.0063778253088498,0,0,0,0,0,0,0.0441788220827714,0,0,0,0,0,0,0,0,0,0,0.028996519206557,0
"Row904",0.0179605302026775,0,0.0321932049822015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row905",0.0179605302026775,0,0.031119837954205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row906",0.0179605302026775,0,0.0323650975423554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row907",0.0179605302026775,0,0.0356438238713081,0,0,0,0.00945181476695025,0,0,0,0,0,0,0.0571618350111928,0,0,0,0,0,0,0,0,0,0,0,0
"Row908",0.0179605302026775,0,0.0384665086255618,0,0,0,0.00826931688756799,0,0,0,0,0,0,0.0403287003051039,0,0,0,0,0,0,0,0,0,0,0.0429613676680377,0
"Row909",0.0179605302026775,0,0.0383902923807523,0,0,0,0.00601588789221272,0,0,0,0,0,0,0.0425156016202063,0,0,0,0,0,0,0,0,0,0,0,0
"Row910",0.0179605302026775,0,0.0397572513889042,0,0,0,0.0133742880340513,0,0,0,0,0,0,0.0368832239341777,0,0,0,0,0,0,0,0,0,0,0.026738987179771,0
"Row911",0.0179605302026775,0,0.0479193930371292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row912",0.0179605302026775,0,0.0349364659463409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row913",0.0179605302026775,0,0.0401967792352861,0,0,0,0.00620895585455071,0,0,0,0,0,0,0.0496287511474933,0,0,0,0,0,0,0,0,0,0,0,0
"Row914",0.0179605302026775,0,0.0304480874639782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row915",0.0179605302026775,0,0.0314801947800826,0,0,0,0.00503516127591818,0,0,0,0,0,0,0.0531328111802645,0,0,0,0,0,0,0,0,0,0,0,0.0441325251972332
"Row916",0.0179605302026775,0,0.0331207905540672,0,0,0,0.00928404272591702,0,0,0,0,0,0,0.0311572508093083,0,0,0,0,0,0,0,0,0,0,0.026380734299961,0
"Row917",0.0179605302026775,0,0.0302487106416782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row918",0.0179605302026775,0,0.0243227106468247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row919",0.0179605302026775,0,0.0468213053923363,0,0,0,0.00772533836378568,0,0,0,0,0,0,0.0560042232613105,0,0,0,0,0,0,0,0,0,0,0,0.0340397446901395
"Row920",0.0179605302026775,0,0.0254804358548445,0,0,0,0.00737820527508617,0,0,0,0,0,0,0.0489502814624981,0,0,0,0,0,0,0,0,0,0,0.0386619855268178,0
"Row921",0.0179605302026775,0,0.0304484122604774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row922",0.0179605302026775,0,0.0411182500804672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row923",0.0179605302026775,0,0.0325897938325353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row924",0.0179605302026775,0,0.0407662247003387,0,0,0,0.0070088140483003,0,0,0,0,0,0,0.0724117387392975,0,0,0,0,0,0,0,0,0,0,0,0
"Row925",0.0179605302026775,0,0.0418902549095749,0,0,0,0.00708674315090226,0,0,0,0,0,0,0.0374959722634049,0,0,0,0,0,0,0,0,0,0,0.0538744252605839,0
"Row926",0.0179605302026775,0,0.0358401221302053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row927",0.0179605302026775,0,0.0371171159425601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row928",0.0179605302026775,0,0.0392532585443923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row929",0.0179605302026775,0,0.0294257962226473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row930",0.0179605302026775,0,0.0200191063268399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row931",0.0179605302026775,0,0.0329157016176573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row932",0.0179605302026775,0,0.0329138947496517,0,0,0,0.00466127842679044,0,0,0,0,0,0,0.0535413648525562,0,0,0,0,0,0,0,0,0,0,0,0.032141353800605
"Row933",0.0179605302026775,0,0.0406769674966422,0,0,0,0.0073813954672303,0,0,0,0,0,0,0.0633591021019355,0,0,0,0,0,0,0,0,0,0,0.0398909225073747,0
"Row934",0.0179605302026775,0,0.0415884887858351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row935",0.0179605302026775,0,0.0335488069382178,0,0,0,0.00780030169633054,0,0,0,0,0,0,0.061530359706378,0,0,0,0,0,0,0,0,0,0,0.0239086617575489,0
"Row936",0.0179605302026775,0,0.0414873402139461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row937",0.0179605302026775,0,0.0300424827731281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row938",0.0179605302026775,0,0.0352007321631322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row939",0.0179605302026775,0,0.0297160890019422,0,0,0,0.00762328534693284,0,0,0,0,0,0,0.0422863323114308,0,0,0,0,0,0,0,0,0,0,0.0420082006074883,0
"Row940",0.0179605302026775,0,0.0371060802126835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row941",0.0179605302026775,0,0.0403124469070607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row942",0.0179605302026775,0,0.0232693151679164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row943",0.0179605302026775,0,0.032092805895186,0,0,0,0.00797616524206444,0,0,0,0,0,0,0.0453290274828738,0,0,0,0,0,0,0,0,0,0,0,0
