"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28"
"Row1014",0.0179605302026775,0,0.0311073815725754,0,0,0,0.0423751112244912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1015",0.0179605302026775,0,0.0287902988378897,0,0,0,0.0435420930567713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1016",0.0179605302026775,0,0.0318502025894881,0,0,0,0.0439987205971995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1017",0.0179605302026775,0,0.0309888664076319,0,0,0,0.0474503559599413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1018",0.0179605302026775,0,0.0295858426949978,0,0,0,0.0454900068244066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1019",0.0179605302026775,0,0.0327353696059761,0,0,0,0.0420105935752375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1020",0.0179605302026775,0,0.033675348493243,0,0,0,0.0442884536376907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1021",0.0179605302026775,0,0.0312079060116589,0,0,0,0.0494789253577758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1022",0.0179605302026775,0,0.0339600007514307,0,0,0,0.0441379426530191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1023",0.0179605302026775,0,0.033071266673962,0,0,0,0.0431131476419853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1024",0.0179605302026775,0,0.0326383834723432,0,0,0,0.0412011330829941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1025",0.0179605302026775,0,0.0318727761039822,0,0,0,0.0466654360006831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1026",0.0179605302026775,0,0.0315685477555486,0,0,0,0.0447935070242393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1027",0.0179605302026775,0,0.0333054435720428,0,0,0,0.0456844088381715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1028",0.0179605302026775,0,0.032543084696303,0,0,0,0.0422079664289295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1029",0.0179605302026775,0,0.0321383371995406,0,0,0,0.0454145983724817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1030",0.0179605302026775,0,0.0316333076956625,0,0,0,0.0444694447330422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1031",0.0179605302026775,0,0.0326461862656,0,0,0,0.0476244487159887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1032",0.0179605302026775,0,0.0342770933217328,0,0,0,0.0457436485803917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1033",0.0179605302026775,0,0.0314204923227404,0,0,0,0.0421155120279673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1034",0.0179605302026775,0,0.0322452419240327,0,0,0,0.0458189667793869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1035",0.0179605302026775,0,0.0304534315553712,0,0,0,0.0419463210548426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1036",0.0179605302026775,0,0.0307890156321345,0,0,0,0.0507399376649324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1037",0.0179605302026775,0,0.0319440117848077,0,0,0,0.0477484242406222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1038",0.0179605302026775,0,0.0326186533021962,0,0,0,0.0435347397844851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1039",0.0179605302026775,0,0.0301534648584146,0,0,0,0.047789578438674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1040",0.0179605302026775,0,0.0310621734704267,0,0,0,0.0402759595703692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1041",0.0179605302026775,0,0.0314555903885646,0,0,0,0.0454832601763709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1042",0.0179605302026775,0,0.0308477907117289,0,0,0,0.0429895537981354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1043",0.0179605302026775,0,0.0319998243035107,0,0,0,0.0421648313888198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1044",0.0179605302026775,0,0.0293769392712173,0,0,0,0.0477718657179259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1045",0.0179605302026775,0,0.030724956849317,0,0,0,0.0450044274493043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1046",0.0179605302026775,0,0.0321641585179271,0,0,0,0.0444228584126117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1047",0.0179605302026775,0,0.0348865582094034,0,0,0,0.045044484367261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1048",0.0179605302026775,0,0.0325268271470247,0,0,0,0.043963659569989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1049",0.0179605302026775,0,0.0321770750083896,0,0,0,0.0466688370251898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1050",0.0179605302026775,0,0.0313670419813726,0,0,0,0.0458382572180155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1051",0.0179605302026775,0,0.0306017753375311,0,0,0,0.0405475960450309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1052",0.0179605302026775,0,0.0318238614361457,0,0,0,0.0476672043836712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1053",0.0179605302026775,0,0.0309238115994379,0,0,0,0.0415007368173378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1054",0.0179605302026775,0,0.0333463928425212,0,0,0,0.0460703051729421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1055",0.0179605302026775,0,0.0322644366636766,0,0,0,0.0445468696284584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1056",0.0179605302026775,0,0.0312967687686157,0,0,0,0.0445425889059441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1057",0.0179605302026775,0,0.0311556454970075,0,0,0,0.046472962324704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1058",0.0179605302026775,0,0.0329897497627803,0,0,0,0.0443110469728055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1059",0.0179605302026775,0,0.0333596959370583,0,0,0,0.0420994737105791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1060",0.0179605302026775,0,0.0318285364781482,0,0,0,0.0444171778380501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1061",0.0179605302026775,0,0.0330710276250404,0,0,0,0.0470824216274989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1062",0.0179605302026775,0,0.0314548563036816,0,0,0,0.0409759363359262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1063",0.0179605302026775,0,0.0313642112271709,0,0,0,0.0465052217738675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1064",0.0179605302026775,0,0.0327451567219949,0,0,0,0.0454651243240881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1065",0.0179605302026775,0,0.0314867921267578,0,0,0,0.0484037322893519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1066",0.0179605302026775,0,0.0315548172042776,0,0,0,0.0464462323639362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1067",0.0179605302026775,0,0.0322340397644282,0,0,0,0.0484851517732813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1068",0.0179605302026775,0,0.0303414787355974,0,0,0,0.0484514327058993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1069",0.0179605302026775,0,0.0322140214943121,0,0,0,0.0460064238870642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1070",0.0179605302026775,0,0.0309696960524262,0,0,0,0.0432841230110432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1071",0.0179605302026775,0,0.0329267447859684,0,0,0,0.0502848060424458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1072",0.0179605302026775,0,0.0301782266923706,0,0,0,0.0465012370794859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1073",0.0179605302026775,0,0.0305620594926103,0,0,0,0.0419546642728368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1074",0.0179605302026775,0,0.0328727786878933,0,0,0,0.0402466608027256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1075",0.0179605302026775,0,0.0298333749522375,0,0,0,0.0452335251532846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1076",0.0179605302026775,0,0.0325865945076977,0,0,0,0.0431614591783012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1077",0.0179605302026775,0,0.0324560957275717,0,0,0,0.0434772498280439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1078",0.0179605302026775,0,0.0329071439187764,0,0,0,0.0435463918662469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1079",0.0179605302026775,0,0.0325774595837422,0,0,0,0.04406696153365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1080",0.0179605302026775,0,0.032170419835603,0,0,0,0.0461989784940671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1081",0.0179605302026775,0,0.0324278311423015,0,0,0,0.0455390381112562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1082",0.0179605302026775,0,0.0321318164389356,0,0,0,0.0431224707408677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1083",0.0179605302026775,0,0.032980801124806,0,0,0,0.04803965290386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1084",0.0179605302026775,0,0.0309756817175172,0,0,0,0.04288164751584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1085",0.0179605302026775,0,0.0312456717829457,0,0,0,0.0432280360302934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1086",0.0179605302026775,0,0.030795520575603,0,0,0,0.0473011806894618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1087",0.0179605302026775,0,0.0320157205613074,0,0,0,0.045047891524268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1088",0.0179605302026775,0,0.0312422371464324,0,0,0,0.0446921299642739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1089",0.0179605302026775,0,0.0327777572206297,0,0,0,0.044482911874698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1090",0.0179605302026775,0,0.0308596125437437,0,0,0,0.0426022195508116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1091",0.0179605302026775,0,0.0316871159972469,0,0,0,0.0460407787008677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1092",0.0179605302026775,0,0.0313543242864057,0,0,0,0.0423576625165564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1093",0.0179605302026775,0,0.0297234877077969,0,0,0,0.0460324359366132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1094",0.0179605302026775,0,0.0310190516067227,0,0,0,0.039841644680272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1095",0.0179605302026775,0,0.0349542756513025,0,0,0,0.0440640029641139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1096",0.0179605302026775,0,0.0335838663103541,0,0,0,0.0425681630913739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1097",0.0179605302026775,0,0.0321399011990712,0,0,0,0.0474057862194223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1098",0.0179605302026775,0,0.0326902925568425,0,0,0,0.0458097859440748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1099",0.0179605302026775,0,0.031457134762294,0,0,0,0.0461530160871321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1100",0.0179605302026775,0.0267283732209713,0,0,0.0450229895840602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1101",0.0179605302026775,0.0279193691874157,0,0,0.0480030010334772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1102",0.0179605302026775,0.0269973330191024,0,0,0.0487412091431003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1103",0.0179605302026775,0.0283333068684971,0,0,0.0447363885702914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1104",0.0179605302026775,0.0305411471016619,0,0,0.045525746627798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1105",0.0179605302026775,0.0293401129199155,0,0,0.0456664458910705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1106",0.0179605302026775,0.029096937043551,0,0,0.046324731058744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1107",0.0179605302026775,0.0289856707561563,0,0,0.0446095868507698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1108",0.0179605302026775,0.0287667743106808,0,0,0.0453379394871014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1109",0.0179605302026775,0.0289635729602419,0,0,0.0540157861352998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1110",0.0179605302026775,0.0324914294419119,0,0,0.0481045231648861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1111",0.0179605302026775,0.0293048537187795,0,0,0.0488552790460608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1112",0.0179605302026775,0.0298192800338617,0,0,0.0450036671453728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1113",0.0179605302026775,0.0292690975790555,0,0,0.0478896086880109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1114",0.0179605302026775,0.0314101317780646,0,0,0.0437599606058363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1115",0.0179605302026775,0.0312116723399682,0,0,0.052423287927125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1116",0.0179605302026775,0.0286578152146689,0,0,0.0480892498519825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1117",0.0179605302026775,0.0314616126482035,0,0,0.0486490164311631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1118",0.0179605302026775,0.02842735409879,0,0,0.0464764102973215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1119",0.0179605302026775,0.0288170626064234,0,0,0.0421017022968829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1120",0.0179605302026775,0.03072481901598,0,0,0.0465216456505924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1121",0.0179605302026775,0.029567744435649,0,0,0.0442406349008414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1122",0.0179605302026775,0.0281773685175251,0,0,0.0450055896642037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1123",0.0179605302026775,0.0292491596647182,0,0,0.0524468232795716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1124",0.0179605302026775,0.0287785855531729,0,0,0.045237979926818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1125",0.0179605302026775,0.0326891174957522,0,0,0.0442966508157759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1126",0.0179605302026775,0.0301391197974938,0,0,0.0461272074076638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1127",0.0179605302026775,0.0296871099014218,0,0,0.0428870295624507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1128",0.0179605302026775,0.0288239581363179,0,0,0.0475259759385996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1129",0.0179605302026775,0.0295256100355793,0,0,0.0475850094761584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1130",0.0179605302026775,0.0289599144483904,0,0,0.0488946477664203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1131",0.0179605302026775,0.0296055822706932,0,0,0.0481153066881284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1132",0.0179605302026775,0.0313949111378112,0,0,0.0468766102427903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1133",0.0179605302026775,0.0288233744238433,0,0,0.0464966272815354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1134",0.0179605302026775,0.0295535314521956,0,0,0.0493332397799741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1135",0.0179605302026775,0.0285798120676058,0,0,0.0439524542330418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1136",0.0179605302026775,0.0283245228872885,0,0,0.047246895116629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1137",0.0179605302026775,0.0293959982356427,0,0,0.0493294005412164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1138",0.0179605302026775,0.0287068772054546,0,0,0.0468485897086914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1139",0.0179605302026775,0.0302142543593832,0,0,0.0469048373828762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1140",0.0179605302026775,0.0300141688092303,0,0,0.0515809113426441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1141",0.0179605302026775,0.0281361479780707,0,0,0.0462970863624525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1142",0.0179605302026775,0.0296312575356174,0,0,0.0470483777394828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1143",0.0179605302026775,0.028647361004299,0,0,0.049028495164433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1144",0.0179605302026775,0.0273367150255965,0,0,0.0458120291303897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1145",0.0179605302026775,0.0299790148631462,0,0,0.0486615158853712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1146",0.0179605302026775,0.0298751681634896,0,0,0.0519877446919394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1147",0.0179605302026775,0.0305727940247493,0,0,0.0444955149626105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1148",0.0179605302026775,0.0305974353553439,0,0,0.0458950638793042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1149",0.0179605302026775,0.0288188211055047,0,0,0.0485287750286994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1150",0.0179605302026775,0.0282324059237842,0,0,0.0496033978400449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1151",0.0179605302026775,0.0318138814974416,0,0,0.0461648466296736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1152",0.0179605302026775,0.0285230928613887,0,0,0.0517605448349978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1153",0.0179605302026775,0.0286632879494369,0,0,0.0454642754434204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1154",0.0179605302026775,0.0284841254194806,0,0,0.0478956702227633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1155",0.0179605302026775,0.0284942785151527,0,0,0.0477729608402582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1156",0.0179605302026775,0.0292214495582498,0,0,0.0437917599018088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1157",0.0179605302026775,0.0282508083683892,0,0,0.0542521835406127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1158",0.0179605302026775,0.0301545811497159,0,0,0.0474595669538735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1159",0.0179605302026775,0.0300844009251166,0,0,0.0504403549227098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1160",0.0179605302026775,0.0284887862448833,0,0,0.0435907635523737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1161",0.0179605302026775,0.0289186678480104,0,0,0.0471827279641201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1162",0.0179605302026775,0.0291534212774057,0,0,0.0497592025846573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1163",0.0179605302026775,0.0267011669264421,0,0,0.0502880506075231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1164",0.0179605302026775,0.0298041907138806,0,0,0.0490919909286265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1165",0.0179605302026775,0.0277722653828953,0,0,0.0487520539996379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1166",0.0179605302026775,0.027678860367964,0,0,0.0439698320394967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1167",0.0179605302026775,0.0304478750546349,0,0,0.0501485003711683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1168",0.0179605302026775,0.0299160456130457,0,0,0.0461650723429967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1169",0.0179605302026775,0.0284299872608291,0,0,0.0499792925692895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1170",0.0179605302026775,0.0257408127153785,0,0,0.0425848028857937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1171",0.0179605302026775,0.0291257313166638,0,0,0.0472063334097827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1172",0.0179605302026775,0.0300466704890951,0,0,0.0443655204475121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1173",0.0179605302026775,0.0280869794025625,0,0,0.0483098335292733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1174",0.0179605302026775,0.0281838241343264,0,0,0.0474072857237676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1175",0.0179605302026775,0.0284766135290739,0,0,0.0530957239504536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1176",0.0179605302026775,0.0289962596933143,0,0,0.0460567341129085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1177",0.0179605302026775,0.0281458400330961,0,0,0.0479678358311624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1178",0.0179605302026775,0.0289172229702925,0,0,0.0437547694480314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1179",0.0179605302026775,0.0259790412330888,0,0,0.0459000921695546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1180",0.0179605302026775,0.0300353836922382,0,0,0.0480131524061021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1181",0.0179605302026775,0.0292246323430427,0,0,0.0428690589224947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
